from,to,exp,tol,peso,sensibilidad,especificidad,obligatorio
a565,x2754,0.97,0.24,0.67,0.62,0.37,False
a565,x2650,0.72,0.19,0.51,0.51,0.92,True
a565,x911,0.89,0.28,0.82,0.67,0.63,False
a565,x2036,0.87,0.46,0.27,0.43,0.24,True
a566,x1034,0.64,0.43,0.52,0.6,0.78,True
a566,x1797,0.68,0.12,0.34,0.84,0.31,True
a566,x233,0.75,0.18,0.53,0.96,0.97,True
a566,x958,0.76,0.4,0.42,0.42,0.44,False
a566,x2054,0.63,0.12,0.94,0.8,0.39,False
a566,x2224,0.51,0.43,0.37,0.49,0.67,False
a566,x1539,0.7,0.5,0.67,0.32,0.72,False
a566,x499,0.57,0.38,0.98,0.3,0.71,False
a566,x2660,0.97,0.35,0.22,0.38,0.89,True
a567,x1575,0.79,0.39,0.69,0.77,0.79,True
a567,x1501,0.58,0.24,0.85,0.42,0.73,True
a567,x936,0.67,0.44,0.4,0.53,0.95,True
a567,x2497,0.85,0.35,0.32,0.39,0.97,False
a567,x1314,0.79,0.34,0.67,0.74,0.31,True
a567,x1360,0.97,0.32,0.83,0.97,0.47,True
a567,x2623,0.97,0.15,0.61,0.58,0.39,False
a567,x666,0.5,0.11,0.43,0.53,0.73,False
a567,x219,0.81,0.24,0.63,0.96,0.22,True
a567,x2619,0.83,0.22,0.42,0.87,0.83,False
a567,x931,0.79,0.28,0.46,0.92,0.67,True
a567,x1636,1.0,0.41,0.44,0.88,0.25,False
a567,x1410,0.66,0.22,0.57,0.46,0.27,False
a567,x2351,0.62,0.42,0.65,0.33,0.98,True
a567,x1763,0.76,0.33,0.7,0.64,0.71,True
a567,x1076,0.53,0.19,0.49,0.62,0.47,False
a567,x472,0.89,0.28,0.72,0.67,0.47,False
a567,x1182,0.99,0.21,0.23,0.54,0.29,False
a568,x653,0.94,0.12,0.41,0.66,0.96,True
a568,x2306,0.57,0.21,0.72,0.69,0.68,False
a568,x313,0.53,0.19,0.45,0.42,0.61,False
a568,x821,0.54,0.28,0.29,0.51,0.22,True
a568,x1653,0.88,0.39,0.89,0.6,0.92,False
a568,x1319,0.85,0.21,0.92,0.55,0.82,True
a568,x2212,0.51,0.33,0.37,0.37,0.59,False
a568,x41,0.97,0.49,0.76,0.48,0.72,True
a568,x173,0.59,0.46,0.61,0.36,0.51,True
a568,x2907,0.79,0.12,0.97,0.7,0.26,False
a568,x2247,0.61,0.12,0.8,0.34,0.61,True
a568,x704,0.99,0.15,0.98,0.96,0.7,True
a568,x1990,0.64,0.22,0.62,0.98,1.0,False
a568,x2589,0.86,0.44,0.75,0.47,0.99,True
a568,x2969,0.54,0.22,0.79,0.68,0.53,False
a568,x145,0.94,0.35,0.78,0.31,0.25,True
a569,x448,0.79,0.42,0.6,0.8,0.65,True
a569,x1142,0.83,0.22,0.35,0.87,0.27,True
a569,x231,0.7,0.36,0.59,0.4,0.65,False
a569,x1758,0.71,0.1,0.34,0.68,0.41,False
a569,x1080,0.56,0.48,0.77,0.52,0.3,False
a569,x2242,0.7,0.22,0.22,0.54,0.43,True
a569,x2581,0.61,0.33,0.36,0.57,0.68,True
a569,x486,0.86,0.32,0.68,0.77,0.58,True
a569,x615,0.97,0.33,0.73,0.91,0.57,True
a569,x332,0.54,0.36,0.26,0.67,0.8,True
a569,x1766,0.56,0.16,0.63,0.73,0.25,True
a569,x1185,0.59,0.24,0.99,0.71,0.85,True
a569,x2245,0.78,0.25,0.52,0.88,0.39,False
a569,x2794,0.57,0.26,0.61,0.3,0.5,True
a570,x2034,0.79,0.16,0.53,0.45,0.74,False
a570,x1979,0.89,0.36,0.52,0.73,0.44,False
a570,x234,0.54,0.13,0.82,0.77,0.61,True
a570,x1385,0.84,0.47,0.47,0.87,0.43,True
a570,x482,0.79,0.16,0.55,0.67,0.34,True
a570,x362,0.97,0.17,0.83,0.81,0.64,True
a570,x880,0.79,0.49,0.82,0.93,0.75,True
a570,x1484,0.76,0.14,0.28,0.56,0.87,True
a570,x1269,0.51,0.23,0.88,0.55,0.95,False
a570,x1764,0.88,0.14,0.47,0.44,0.36,True
a570,x2833,0.57,0.26,0.77,0.37,0.61,True
a570,x1333,0.52,0.47,0.69,0.69,0.79,True
a570,x733,0.88,0.47,0.4,0.86,0.34,True
a570,x2254,0.55,0.38,0.98,0.8,0.91,False
a571,x1925,0.81,0.24,0.23,0.7,0.97,False
a571,x2231,0.78,0.15,0.68,0.88,0.45,True
a571,x3,0.95,0.19,0.65,0.84,0.39,False
a571,x2179,0.97,0.48,0.33,0.46,0.73,True
a571,x619,0.75,0.15,0.68,0.4,0.88,True
a571,x1756,0.52,0.32,0.82,0.54,0.39,False
a571,x1739,0.96,0.24,0.69,0.78,0.29,True
a571,x1226,0.54,0.28,0.47,0.55,0.59,True
a571,x626,0.73,0.39,0.43,0.82,0.99,True
a571,x1378,0.99,0.34,0.25,0.41,0.62,False
a571,x2139,0.66,0.45,0.8,0.92,0.73,True
a571,x2730,0.55,0.24,0.58,0.74,0.86,True
a571,x87,0.97,0.38,0.8,0.53,0.84,False
a571,x2352,0.55,0.31,0.42,0.93,0.61,True
a571,x641,0.53,0.11,0.84,0.97,0.78,True
a571,x1387,0.51,0.46,0.63,0.38,0.59,True
a571,x996,0.55,0.32,0.74,0.36,0.75,True
a571,x1778,0.96,0.15,0.98,0.98,0.8,True
a571,x1713,0.52,0.46,0.3,0.58,0.34,True
a572,x18,0.55,0.21,0.5,0.68,0.73,True
a572,x293,0.55,0.36,0.86,0.41,0.46,True
a572,x28,0.94,0.34,0.93,0.92,0.79,True
a572,x1737,0.76,0.38,0.79,0.8,0.64,True
a572,x1481,0.8,0.38,0.55,0.31,0.42,False
a572,x461,0.79,0.17,0.94,0.87,0.33,True
a572,x2982,0.84,0.13,0.36,0.89,0.69,True
a572,x888,0.98,0.46,0.91,0.95,0.57,True
a572,x1725,0.82,0.33,0.61,0.74,0.97,False
a572,x2121,0.82,0.15,0.7,0.43,0.26,True
a572,x824,0.81,0.44,0.89,0.86,0.44,False
a572,x2231,0.62,0.29,0.38,0.57,0.45,True
a572,x1863,0.72,0.48,0.38,0.49,0.54,True
a572,x555,0.86,0.43,0.36,0.68,0.71,True
a572,x1205,0.85,0.32,0.93,0.35,0.96,True
a572,x311,0.74,0.44,0.98,0.57,0.93,True
a573,x10,0.8,0.18,0.69,0.44,1.0,False
a573,x86,0.94,0.38,0.49,0.3,0.36,False
a573,x1035,0.79,0.19,0.63,0.52,0.33,False
a573,x2875,0.77,0.11,0.84,0.89,0.76,True
a573,x799,0.58,0.41,0.26,0.87,0.69,True
a573,x2395,0.74,0.44,0.38,0.36,0.93,False
a573,x2563,0.73,0.36,0.68,0.97,0.96,False
a573,x2244,0.55,0.24,0.45,0.6,0.76,False
a573,x1358,0.94,0.11,0.28,0.35,0.47,False
a573,x2399,0.96,0.34,0.34,0.51,0.76,False
a573,x2902,0.72,0.12,0.84,0.74,0.96,True
a573,x1741,0.66,0.36,0.75,0.59,0.58,True
a573,x2824,0.61,0.2,0.7,0.66,0.78,True
a573,x442,1.0,0.32,0.39,0.63,0.96,False
a573,x1471,0.81,0.21,0.21,0.41,0.71,False
a574,x37,0.77,0.13,0.81,0.8,0.67,True
a574,x659,0.65,0.12,0.6,0.96,0.51,False
a574,x1375,0.67,0.43,0.78,0.51,0.56,False
a574,x219,0.56,0.27,0.56,0.97,0.53,False
a574,x1051,0.84,0.23,0.88,0.73,0.7,True
a574,x36,0.94,0.45,0.55,0.71,0.66,True
a574,x652,0.95,0.26,0.94,0.48,0.92,False
a574,x714,0.8,0.16,0.43,0.95,0.85,True
a574,x1349,0.91,0.25,0.59,0.86,0.43,True
a574,x1328,0.71,0.29,0.55,0.57,0.81,True
a574,x490,0.54,0.49,0.46,0.77,0.59,False
a574,x1841,0.61,0.34,0.95,0.82,0.5,True
a574,x2383,0.57,0.15,0.81,0.89,0.53,True
a574,x2266,0.68,0.2,0.45,0.48,0.25,False
a574,x2492,0.84,0.39,0.31,0.65,0.27,True
a574,x2510,0.55,0.24,0.66,0.51,0.8,False
a575,x2606,0.69,0.21,0.36,0.7,0.73,True
a575,x803,0.72,0.21,0.78,0.93,0.57,False
a575,x1688,0.62,0.44,0.53,0.84,0.3,True
a575,x1000,0.51,0.24,0.71,0.48,0.4,False
a575,x2184,0.85,0.29,0.31,0.92,0.41,False
a575,x1712,0.66,0.15,0.86,0.76,0.71,False
a575,x2336,0.89,0.49,0.61,0.32,0.37,False
a575,x1709,0.6,0.22,0.29,0.89,0.54,False
a575,x1816,0.94,0.38,0.77,0.76,0.46,True
a575,x1,0.66,0.24,0.84,0.8,0.3,True
a575,x973,0.79,0.12,0.87,0.99,0.98,True
a575,x2756,0.97,0.48,0.78,0.33,0.33,True
a575,x1147,0.67,0.34,0.26,0.65,0.76,False
a575,x732,0.84,0.35,0.78,0.63,0.52,True
a575,x2318,0.72,0.34,0.34,0.34,0.82,False
a575,x2532,0.89,0.47,0.96,0.45,0.34,True
a576,x1387,0.99,0.49,0.95,0.51,0.77,True
a576,x1059,0.87,0.13,0.46,0.51,0.74,False
a576,x1183,0.81,0.42,0.48,0.36,0.2,False
a576,x64,0.62,0.11,0.22,0.31,0.69,False
a576,x422,1.0,0.27,0.22,0.56,0.23,False
a576,x2928,0.71,0.12,0.48,0.64,0.98,False
a576,x348,0.75,0.18,0.3,0.88,0.89,True
a576,x1725,0.64,0.22,0.27,0.63,0.69,True
a576,x2990,0.61,0.34,0.43,0.55,0.93,False
a576,x1267,0.87,0.24,0.84,0.83,0.49,True
a576,x322,0.82,0.13,0.54,0.52,0.28,True
a576,x2708,0.92,0.31,0.9,0.33,0.88,True
a576,x1693,0.58,0.15,0.56,0.85,0.46,False
a576,x43,0.87,0.4,0.67,0.59,0.55,False
a576,x2130,0.86,0.4,0.82,0.57,0.57,True
a576,x2549,0.86,0.41,0.45,0.36,0.99,True
a576,x285,0.59,0.16,0.27,0.36,0.42,True
a576,x1101,0.8,0.41,0.59,0.61,0.7,False
a576,x2388,0.59,0.14,0.28,0.6,0.33,True
a577,x714,0.54,0.46,0.74,0.76,0.63,False
a577,x1449,0.8,0.27,0.49,0.77,0.2,True
a577,x322,0.73,0.21,0.5,0.9,0.89,False
a577,x2950,0.91,0.26,0.88,0.74,0.75,True
a577,x398,0.68,0.35,0.86,0.64,0.46,False
a577,x2561,0.91,0.25,0.42,0.61,0.5,False
a577,x1871,0.63,0.2,0.76,0.92,0.69,True
a577,x2967,0.57,0.33,0.39,0.44,0.8,True
a577,x1311,0.54,0.28,0.75,0.59,0.65,False
a577,x2489,0.85,0.19,0.99,0.53,0.25,False
a577,x645,0.83,0.25,0.32,0.65,0.95,True
a578,x1857,0.97,0.22,0.86,0.73,0.42,False
a578,x2352,0.85,0.26,0.79,0.32,0.36,False
a578,x688,0.91,0.24,0.28,0.47,0.82,True
a578,x2171,0.79,0.11,0.46,0.97,0.52,False
a578,x651,0.98,0.31,0.87,0.79,0.94,False
a578,x2953,0.73,0.43,0.45,0.88,0.8,True
a578,x79,0.58,0.36,0.92,0.3,0.44,False
a578,x468,0.82,0.37,0.69,0.91,0.92,True
a578,x2194,0.77,0.48,0.65,0.36,0.88,False
a578,x2553,0.61,0.35,0.43,0.44,0.96,False
a578,x33,0.66,0.46,0.21,0.6,0.61,False
a578,x202,0.71,0.22,0.23,0.56,0.78,False
a578,x683,0.65,0.11,0.95,0.48,0.97,False
a579,x1416,0.79,0.15,0.69,0.61,0.26,True
a579,x1458,0.83,0.3,0.57,0.44,0.45,False
a579,x2001,0.73,0.15,0.82,0.42,0.48,False
a579,x1346,0.55,0.44,0.29,0.6,0.52,False
a579,x1417,0.58,0.18,0.8,0.48,0.29,True
a579,x830,0.82,0.15,0.74,0.93,0.38,True
a579,x1598,0.62,0.44,0.47,0.83,0.94,False
a579,x1783,0.99,0.48,0.34,0.44,0.54,True
a579,x2616,0.65,0.34,0.29,0.75,0.9,True
a579,x2488,0.74,0.28,0.34,0.82,0.36,False
a580,x1883,0.51,0.3,0.38,0.73,0.59,True
a580,x1975,0.89,0.3,0.3,0.77,0.37,False
a580,x2116,0.83,0.38,0.53,0.74,0.7,True
a580,x2212,0.63,0.41,0.26,0.39,0.74,False
a580,x2944,0.53,0.4,0.35,0.36,0.29,False
a580,x1134,0.76,0.19,0.8,0.6,0.68,False
a580,x2904,0.64,0.3,0.89,0.97,0.53,False
a580,x2529,1.0,0.37,0.92,0.74,0.94,True
a580,x2808,0.53,0.4,0.37,0.54,0.39,True
a580,x345,0.9,0.12,0.23,0.83,0.22,True
a580,x1028,0.57,0.17,0.57,0.34,0.63,False
a580,x587,0.61,0.44,0.3,0.31,0.84,False
a581,x1345,0.65,0.42,0.84,0.74,0.83,False
a581,x1044,0.7,0.17,0.41,0.64,0.9,False
a581,x1818,0.66,0.12,0.86,0.9,0.57,True
a581,x1580,0.55,0.41,0.77,0.59,0.22,True
a581,x358,0.76,0.3,0.85,0.47,0.88,True
a581,x2629,0.87,0.46,0.26,0.6,0.76,True
a581,x2697,0.53,0.13,0.72,0.82,0.87,True
a582,x1008,0.66,0.4,0.83,0.35,0.37,False
a582,x2616,0.6,0.15,0.77,0.92,0.71,False
a582,x874,0.61,0.29,0.85,0.86,0.62,False
a582,x858,0.76,0.28,0.37,0.71,0.71,True
a582,x1472,0.8,0.12,0.22,0.83,0.66,True
a582,x463,0.83,0.27,0.91,0.92,0.6,False
a582,x227,0.61,0.13,0.55,0.35,0.82,True
a582,x268,0.93,0.44,0.57,0.52,0.33,True
a582,x1860,0.85,0.32,0.93,0.49,0.58,True
a582,x2884,0.82,0.35,0.62,0.69,0.2,False
a582,x2291,0.54,0.16,0.94,0.92,0.95,False
a582,x2479,0.69,0.46,0.83,0.56,0.23,True
a582,x1236,0.65,0.45,0.52,0.57,0.98,True
a583,x2399,0.73,0.27,0.46,0.8,0.96,False
a583,x875,0.51,0.14,0.65,0.78,0.52,False
a583,x906,0.94,0.47,0.62,0.5,0.54,True
a583,x865,0.85,0.34,0.7,0.97,0.47,False
a583,x1174,0.62,0.49,0.4,0.79,0.4,False
a583,x544,0.93,0.33,0.51,0.83,0.28,False
a583,x983,0.55,0.49,0.39,0.97,0.76,False
a584,x895,0.75,0.4,0.3,0.86,0.58,False
a584,x1863,0.56,0.39,0.59,0.89,0.59,True
a584,x1822,0.87,0.33,0.31,0.98,0.58,True
a584,x615,0.73,0.13,0.56,0.38,0.7,True
a584,x659,0.83,0.38,0.8,0.55,0.23,False
a584,x1585,0.87,0.21,0.9,0.73,0.28,False
a584,x766,0.92,0.13,0.31,0.52,0.81,False
a584,x2530,0.72,0.26,0.56,0.94,0.63,True
a584,x1164,0.86,0.32,0.86,0.95,0.2,True
a584,x714,0.79,0.38,0.73,0.42,0.56,False
a584,x1305,0.99,0.27,0.99,0.47,0.54,True
a584,x721,0.93,0.38,0.31,0.8,0.65,False
a584,x1291,0.82,0.15,0.25,0.95,0.96,False
a584,x170,0.86,0.1,0.6,0.63,0.64,False
a584,x1234,0.59,0.13,0.25,0.36,0.56,True
a584,x894,0.91,0.35,0.36,0.51,0.81,False
a585,x1561,0.69,0.18,0.97,0.79,0.75,True
a585,x2351,0.71,0.49,0.75,0.89,0.99,False
a585,x1165,0.74,0.41,0.75,0.78,0.45,False
a585,x2572,0.68,0.24,0.98,0.84,0.83,True
a585,x1853,0.6,0.25,0.91,0.33,0.45,False
a585,x453,0.87,0.38,0.63,0.89,0.48,False
a585,x636,0.94,0.23,0.89,0.42,0.34,False
a585,x1905,0.72,0.42,0.83,0.78,0.23,True
a586,x1979,0.69,0.17,0.4,0.59,0.33,False
a586,x2591,0.77,0.49,0.48,0.6,0.59,False
a586,x1248,0.9,0.15,0.96,0.63,0.47,True
a586,x2346,0.85,0.24,0.45,0.38,0.67,False
a586,x154,0.52,0.13,0.75,0.53,0.46,False
a586,x1208,0.71,0.37,0.9,0.62,0.26,True
a586,x2687,0.61,0.49,0.44,0.76,0.96,False
a586,x2505,0.68,0.16,0.61,0.4,0.41,False
a586,x860,0.56,0.42,0.5,1.0,0.62,False
a586,x2560,0.65,0.31,0.56,0.95,0.26,True
a586,x1454,0.5,0.17,0.35,0.62,0.78,True
a587,x1466,0.64,0.23,0.99,0.61,0.57,True
a587,x321,0.68,0.31,0.45,0.42,0.63,True
a587,x1775,0.59,0.28,0.23,0.37,0.23,False
a587,x2482,0.83,0.49,0.41,0.6,0.57,False
a587,x1301,0.54,0.28,0.92,0.65,0.47,True
a587,x633,0.7,0.39,0.52,0.85,0.92,False
a587,x2900,0.82,0.46,0.25,0.93,0.47,False
a587,x538,0.77,0.34,0.86,0.76,0.53,False
a587,x1393,0.98,0.1,0.43,0.4,0.22,False
a587,x79,0.94,0.24,0.36,0.64,0.68,False
a588,x2408,0.54,0.2,0.37,0.69,0.87,False
a588,x1271,0.93,0.3,0.33,0.34,0.65,True
a588,x781,0.97,0.13,0.3,0.77,0.55,True
a588,x682,0.77,0.32,0.83,0.56,0.46,False
a588,x545,0.94,0.43,0.39,0.93,0.63,True
a588,x2546,0.98,0.26,0.85,0.87,0.34,False
a588,x1315,0.56,0.5,0.84,0.52,0.96,True
a588,x1364,0.7,0.42,0.7,0.45,0.41,False
a588,x1510,0.67,0.19,0.71,0.83,0.53,False
a589,x1017,0.62,0.36,0.52,0.67,0.25,False
a589,x1602,0.65,0.23,0.31,0.32,0.5,True
a589,x2851,0.8,0.35,0.99,0.74,0.84,True
a589,x1443,0.53,0.16,0.9,0.56,0.42,False
a589,x1428,0.51,0.23,0.49,0.79,0.52,False
a589,x1384,0.59,0.13,0.37,0.76,0.47,False
a589,x2506,0.75,0.33,0.94,0.95,0.3,True
a589,x2462,0.77,0.34,0.5,0.62,0.68,True
a589,x251,0.68,0.35,0.71,0.73,0.25,True
a589,x1181,0.89,0.15,0.22,0.58,0.55,True
a589,x2141,0.83,0.41,0.53,0.59,0.25,True
a589,x2554,0.74,0.36,0.74,0.94,0.46,False
a589,x2608,0.64,0.27,0.62,0.71,0.5,True
a589,x1582,0.86,0.46,0.58,0.34,0.69,False
a589,x1230,0.79,0.14,0.94,0.34,0.57,True
a590,x1148,0.71,0.32,0.98,0.62,0.27,True
a590,x415,0.83,0.43,0.38,0.65,0.61,False
a590,x268,0.57,0.13,0.31,0.76,0.99,True
a590,x813,0.96,0.15,0.24,0.67,0.87,False
a590,x2604,0.65,0.42,0.88,0.32,0.48,False
a591,x182,0.66,0.24,0.7,0.58,0.3,True
a591,x2901,0.66,0.12,0.27,0.65,0.76,False
a591,x963,0.82,0.42,0.8,0.37,0.99,True
a591,x2208,0.68,0.2,0.96,0.61,0.92,True
a591,x2029,0.93,0.11,0.3,0.74,0.78,True
a591,x1275,0.98,0.39,0.56,0.87,0.64,True
a591,x1432,1.0,0.22,0.59,0.52,0.85,False
a591,x2614,0.87,0.41,0.44,0.98,0.4,False
a591,x1734,0.83,0.38,0.82,0.81,0.3,True
a591,x16,0.99,0.39,0.57,0.3,0.65,False
a591,x686,0.54,0.31,0.32,0.6,0.72,False
a591,x1390,0.75,0.12,0.97,0.38,0.57,False
a591,x1758,0.68,0.47,0.38,0.79,0.94,True
a592,x1976,0.69,0.18,0.25,0.44,0.92,False
a592,x1570,0.75,0.29,0.73,0.73,0.81,False
a592,x2903,0.66,0.5,0.78,0.95,0.8,True
a592,x2135,0.58,0.25,0.41,0.44,0.71,False
a592,x2322,0.85,0.13,0.59,0.4,0.79,False
a592,x2006,0.64,0.15,0.87,0.69,0.34,False
a593,x1900,0.83,0.37,0.78,0.34,0.76,True
a593,x897,0.89,0.27,0.99,0.95,0.99,False
a593,x2610,0.74,0.5,0.58,0.58,0.68,False
a593,x2713,0.99,0.2,0.79,0.34,0.21,False
a593,x1013,0.66,0.37,0.43,0.31,0.74,True
a593,x2914,0.69,0.12,0.54,0.58,0.23,False
a593,x1124,0.87,0.42,0.26,1.0,0.52,True
a593,x374,0.95,0.4,0.83,0.81,0.5,False
a593,x1931,0.77,0.29,0.84,0.71,0.32,True
a593,x2128,0.71,0.18,0.83,0.34,0.86,True
a593,x1686,0.83,0.49,0.58,0.63,0.66,False
a593,x1167,0.66,0.33,0.42,0.54,0.71,True
a593,x2350,0.72,0.17,0.67,0.99,0.49,True
a593,x2234,0.84,0.26,0.3,0.68,0.55,True
a593,x2675,0.82,0.48,0.91,0.3,0.74,False
a593,x2017,0.65,0.29,0.38,0.35,0.53,False
a593,x2670,0.79,0.35,0.72,0.88,0.4,True
a593,x1404,1.0,0.28,0.28,0.35,0.31,True
a594,x2991,0.88,0.18,0.24,0.67,0.71,True
a594,x1078,0.99,0.35,0.66,0.79,0.9,True
a594,x873,0.7,0.42,0.52,0.93,0.75,False
a594,x2901,0.76,0.46,0.85,0.68,0.55,False
a594,x2754,0.97,0.14,0.31,0.85,0.37,True
a594,x1953,0.58,0.25,0.23,0.66,0.67,False
a594,x2502,0.67,0.16,0.25,0.77,0.93,True
a594,x1999,0.77,0.48,0.98,0.97,0.56,False
a594,x1652,0.5,0.29,0.26,0.43,0.55,True
a594,x869,0.74,0.29,0.66,0.78,0.62,True
a595,x1261,0.95,0.38,0.79,0.82,0.52,True
a595,x2175,0.65,0.39,0.78,0.56,0.63,False
a595,x1649,0.91,0.13,0.65,0.68,0.74,False
a595,x152,0.71,0.24,0.35,0.56,0.25,True
a595,x2697,0.73,0.22,0.89,0.67,0.39,False
a595,x2597,0.78,0.4,0.59,0.56,0.83,False
a595,x2747,0.51,0.14,0.94,0.44,0.96,False
a595,x364,0.93,0.43,0.46,0.67,0.38,True
a595,x2393,0.56,0.25,0.52,0.64,0.71,False
a595,x295,0.96,0.37,0.88,0.44,0.77,False
a595,x2949,0.67,0.14,0.56,0.56,0.84,False
a595,x2336,0.54,0.12,0.57,0.32,0.65,False
a595,x875,0.71,0.15,0.76,0.48,0.54,True
a595,x2465,0.62,0.27,0.31,0.41,0.38,False
a595,x146,0.64,0.17,0.79,0.67,0.85,False
a596,x2845,0.75,0.17,0.51,1.0,0.72,True
a596,x1894,0.6,0.4,0.39,0.42,0.87,False
a596,x2172,0.7,0.18,0.67,0.66,0.86,False
a596,x2577,0.97,0.13,0.22,0.4,0.97,True
a596,x2287,0.71,0.21,0.99,0.94,0.27,False
a596,x1597,0.51,0.43,0.95,0.89,0.3,True
a596,x1278,0.72,0.38,0.48,0.31,0.64,True
a596,x972,0.52,0.23,0.69,0.5,0.76,True
a596,x1737,0.91,0.24,0.86,0.48,0.44,True
a596,x2459,0.78,0.5,0.62,0.36,0.99,False
a596,x2099,0.67,0.36,0.66,0.89,0.74,False
a596,x2923,0.81,0.12,0.38,0.31,0.89,True
a596,x1144,1.0,0.36,0.23,0.36,0.24,False
a596,x1617,0.81,0.35,0.59,0.35,0.6,False
a596,x1225,0.63,0.26,0.58,0.64,0.85,True
a596,x676,0.63,0.28,0.35,0.37,0.62,True
a596,x646,0.85,0.39,0.67,0.89,0.3,True
a596,x1088,0.58,0.26,0.71,0.8,0.86,False
a596,x1747,0.7,0.34,0.47,0.94,0.87,False
a596,x1469,0.6,0.4,0.34,0.92,0.8,True
a597,x2365,0.85,0.38,0.94,0.94,0.46,True
a597,x728,0.68,0.43,0.88,0.48,0.51,True
a597,x1671,0.78,0.13,0.67,0.97,0.45,False
a597,x169,0.68,0.47,0.75,0.6,0.69,True
a597,x60,0.76,0.44,0.83,0.31,0.21,False
a597,x2060,0.96,0.12,0.25,0.36,0.52,False
a597,x440,0.89,0.46,0.69,0.9,0.67,False
a597,x1266,0.97,0.35,0.22,0.75,0.9,True
a597,x71,0.81,0.38,0.9,0.68,0.48,True
a598,x1364,0.72,0.37,0.57,0.44,0.73,False
a598,x2654,0.52,0.44,0.22,0.64,0.53,True
a598,x722,0.55,0.36,0.67,0.6,0.68,True
a598,x2753,0.68,0.42,0.92,0.83,0.61,True
a598,x902,0.62,0.45,0.24,0.8,0.34,False
a598,x584,0.91,0.44,0.25,0.6,0.65,True
a598,x891,0.94,0.12,0.33,0.44,0.67,True
a598,x749,0.63,0.37,0.49,0.68,0.8,False
a598,x540,0.7,0.46,0.41,0.99,0.5,True
a598,x284,0.84,0.31,0.71,0.63,0.67,False
a598,x1078,0.62,0.47,0.85,0.42,0.74,False
a598,x848,0.81,0.49,0.57,0.75,0.39,True
a598,x2521,0.9,0.19,0.22,0.31,0.78,True
a599,x1276,0.59,0.14,0.84,0.38,0.48,True
a599,x1620,0.81,0.45,0.59,0.57,0.23,True
a599,x1357,0.56,0.3,0.45,0.49,0.52,True
a599,x1843,0.75,0.43,1.0,0.38,0.65,False
a599,x1916,0.9,0.36,0.23,0.88,0.73,True
a599,x358,0.67,0.28,0.41,0.35,0.43,True
a599,x1803,0.7,0.36,0.96,0.6,0.61,False
a599,x1512,0.88,0.17,0.27,0.81,0.67,False
a599,x2241,0.83,0.33,0.78,0.39,0.3,False
a599,x1052,0.76,0.17,0.46,0.83,0.29,False
a599,x1482,0.86,0.45,0.69,0.64,0.58,False
a599,x1725,0.6,0.41,0.7,0.53,0.48,False
a599,x2506,0.68,0.38,0.21,0.47,0.95,False
a599,x2277,0.73,0.15,0.99,0.89,0.81,False
a599,x694,0.63,0.44,0.97,0.57,0.62,True
a600,x2194,0.96,0.16,0.67,0.39,0.33,True
a600,x2322,0.83,0.48,0.9,0.31,0.44,False
a600,x2701,0.61,0.24,0.95,0.67,0.5,True
a600,x2440,0.94,0.34,0.78,0.71,0.22,True
a600,x858,0.54,0.35,0.59,0.36,0.32,False
a600,x2602,0.57,0.13,0.53,0.52,0.52,True
a600,x920,0.79,0.23,0.83,0.45,0.49,True
a600,x1887,0.53,0.33,0.22,0.73,0.67,True
a600,x2202,0.73,0.29,0.43,0.37,0.54,True
a600,x2904,0.63,0.48,0.67,0.55,0.21,False
a600,x1254,0.82,0.16,0.79,0.5,0.9,False
a600,x2915,0.69,0.45,0.65,0.45,0.65,False
a601,x2292,0.56,0.14,0.74,0.89,0.48,False
a601,x2625,0.63,0.13,0.37,0.6,0.3,False
a601,x1993,0.81,0.19,0.57,0.89,0.31,True
a601,x1666,0.84,0.28,0.34,0.56,0.35,False
a601,x423,0.52,0.11,0.87,0.6,0.72,False
a601,x2062,0.64,0.33,0.62,0.76,0.41,False
a601,x735,0.8,0.49,0.76,0.4,0.6,False
a601,x1932,0.6,0.36,0.57,0.78,0.84,True
a601,x788,0.95,0.18,0.61,0.71,0.55,False
a601,x932,0.68,0.45,0.78,0.37,0.41,True
a601,x2274,0.81,0.43,0.55,0.63,0.69,True
a602,x986,0.95,0.48,0.67,0.89,0.27,True
a602,x2562,0.8,0.12,0.94,0.84,0.53,True
a602,x1583,0.81,0.24,0.31,0.7,0.75,True
a602,x2954,0.82,0.28,0.61,0.51,0.35,True
a602,x2549,0.78,0.32,0.53,0.6,0.32,True
a602,x1058,0.58,0.38,0.21,0.66,0.69,True
a602,x713,0.87,0.14,0.45,0.57,0.37,True
a602,x1464,0.68,0.44,0.65,0.89,0.44,True
a602,x112,0.63,0.43,0.97,0.82,0.9,False
a602,x309,0.6,0.37,0.8,0.73,0.72,True
a602,x1764,0.83,0.48,0.81,0.32,0.29,False
a602,x1184,0.73,0.48,0.88,0.42,0.7,False
a602,x671,0.52,0.43,0.93,0.76,0.21,False
a602,x763,0.59,0.16,0.31,0.36,0.98,True
a602,x2787,0.55,0.3,0.94,0.53,0.25,True
a602,x2725,0.53,0.27,0.44,0.3,0.66,False
a602,x443,0.87,0.38,0.25,0.52,0.86,True
a602,x1578,0.85,0.16,0.8,0.65,0.85,False
a603,x1495,0.71,0.33,0.68,0.67,0.37,False
a603,x2738,0.56,0.46,0.37,0.34,0.99,True
a603,x1742,0.77,0.43,0.86,0.97,0.59,True
